2025-10-18 19:37:22 | INFO | aiogram | Bot: Noto [@notonoto_bot]
2025-10-19 11:23:58 | DEBUG | aiosqlite | operation functools.partial(<built-in method execute of sqlite3.Cursor object at 0x71d5ebcca1c0>, 'INSERT INTO notes (user_id, text, category, description, status) VALUES (?, ?, ?, ?, ?) RETURNING id, created_at', (5068758479, 'купить помидоры, огурцы, фета', None, None, 'active')) completed
2025-10-19 11:23:58 | DEBUG | aiosqlite | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x71d5ebcca1c0>)
2025-10-19 11:23:58 | DEBUG | aiosqlite | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x71d5ebcca1c0>) completed
2025-10-19 11:23:58 | DEBUG | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x71d5ebcca1c0>)
2025-10-19 11:23:58 | DEBUG | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x71d5ebcca1c0>) completed
2025-10-19 11:23:58 | DEBUG | aiosqlite | executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x71d5ebcad8a0>)
2025-10-19 11:23:58 | DEBUG | aiosqlite | operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x71d5ebcad8a0>) completed
2025-10-19 11:23:58 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x71d5ebcad8a0>)
2025-10-19 11:23:58 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x71d5ebcad8a0>) completed
2025-10-19 11:23:58 | DEBUG | aiosqlite | executing functools.partial(<built-in method cursor of sqlite3.Connection object at 0x71d5ebcad8a0>)
2025-10-19 11:23:58 | DEBUG | aiosqlite | operation functools.partial(<built-in method cursor of sqlite3.Connection object at 0x71d5ebcad8a0>) completed
2025-10-19 11:23:58 | DEBUG | aiosqlite | executing functools.partial(<built-in method execute of sqlite3.Cursor object at 0x71d5ebcf6ac0>, 'SELECT notes.id, notes.user_id, notes.text, notes.category, notes.description, notes.status, notes.created_at \nFROM notes \nWHERE notes.id = ?', (1,))
2025-10-19 11:23:58 | DEBUG | aiosqlite | operation functools.partial(<built-in method execute of sqlite3.Cursor object at 0x71d5ebcf6ac0>, 'SELECT notes.id, notes.user_id, notes.text, notes.category, notes.description, notes.status, notes.created_at \nFROM notes \nWHERE notes.id = ?', (1,)) completed
2025-10-19 11:23:58 | DEBUG | aiosqlite | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x71d5ebcf6ac0>)
2025-10-19 11:23:58 | DEBUG | aiosqlite | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x71d5ebcf6ac0>) completed
2025-10-19 11:23:58 | DEBUG | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x71d5ebcf6ac0>)
2025-10-19 11:23:58 | DEBUG | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x71d5ebcf6ac0>) completed
2025-10-19 11:23:58 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x71d5ebcad8a0>)
2025-10-19 11:23:58 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x71d5ebcad8a0>) completed
2025-10-19 11:23:58 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x71d5ebcad8a0>)
2025-10-19 11:23:58 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x71d5ebcad8a0>) completed
2025-10-19 11:23:58 | INFO | root | 💾 Заметка #1 создана: купить помидоры, огурцы, фета → 🎯 Прочое
2025-10-19 11:25:39 | INFO | root | 🛑 Остановка бота...
2025-10-19 11:25:39 | DEBUG | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Connection object at 0x71d5ebcad8a0>)
2025-10-19 11:25:39 | DEBUG | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Connection object at 0x71d5ebcad8a0>) completed
2025-10-19 11:25:39 | INFO | root | ✅ БД отключена
2025-10-19 11:25:39 | INFO | aiogram.dispatcher.dispatcher | Stop polling...
2025-10-19 11:25:39 | WARNING | aiogram | Goodbye!
2025-10-19 12:08:17 | INFO | aiogram | Bot: Noto [@notonoto_bot]
2025-10-19 12:08:17 | WARNING | aiogram | Updates were skipped successfully.
2025-10-19 12:08:17 | INFO | root | 🚀 Запуск бота...
2025-10-19 12:08:17 | INFO | root | 📝 Подключение к БД: sqlite+aiosqlite:///./notes.db
2025-10-19 12:08:17 | INFO | ai_service | ✅ OpenAI API инициализирован
2025-10-19 12:08:17 | INFO | root | ✅ OpenAI API инициализирован
2025-10-19 12:08:17 | INFO | root | ✅ Engine и SessionMaker инициализированы
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing <function connect.<locals>.connector at 0x766bf795b560>
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation <function connect.<locals>.connector at 0x766bf795b560> completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method create_function of sqlite3.Connection object at 0x766bf7964310>, 'regexp', 2, <function SQLiteDialect_pysqlite.on_connect.<locals>.regexp at 0x766bf792b060>, deterministic=True)
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method create_function of sqlite3.Connection object at 0x766bf7964310>, 'regexp', 2, <function SQLiteDialect_pysqlite.on_connect.<locals>.regexp at 0x766bf792b060>, deterministic=True) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method create_function of sqlite3.Connection object at 0x766bf7964310>, 'floor', 1, <built-in function floor>, deterministic=True)
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method create_function of sqlite3.Connection object at 0x766bf7964310>, 'floor', 1, <built-in function floor>, deterministic=True) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf7936240>, 'PRAGMA read_uncommitted', [])
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf7936240>, 'PRAGMA read_uncommitted', []) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf7936240>)
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf7936240>) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf7936240>)
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf7936240>) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf79362c0>, 'PRAGMA main.table_info("users")', ())
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf79362c0>, 'PRAGMA main.table_info("users")', ()) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf79362c0>)
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf79362c0>) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf79362c0>)
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf79362c0>) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf79362c0>, 'PRAGMA main.table_info("notes")', ())
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf79362c0>, 'PRAGMA main.table_info("notes")', ()) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf79362c0>)
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf79362c0>) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf79362c0>)
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf79362c0>) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method commit of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method commit of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:08:17 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:08:17 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:08:17 | INFO | root | ✅ Таблицы созданы / уже существуют
2025-10-19 12:08:17 | INFO | root | ✅ Репозитории инициализированы
2025-10-19 12:08:17 | INFO | aiogram.dispatcher.dispatcher | Start polling.
2025-10-19 12:08:55 | INFO | middlewares.traffic | MSG from d1f0b15c: text='купить творожную намазку и филе красной рыбы'
2025-10-19 12:08:55 | DEBUG | aiosqlite | executing functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:08:55 | DEBUG | aiosqlite | operation functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:08:55 | DEBUG | aiosqlite | executing functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf7936fc0>, 'SELECT users.id AS users_id, users.username AS users_username, users.created_at AS users_created_at \nFROM users \nWHERE users.id = ?', (5068758479,))
2025-10-19 12:08:55 | DEBUG | aiosqlite | operation functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf7936fc0>, 'SELECT users.id AS users_id, users.username AS users_username, users.created_at AS users_created_at \nFROM users \nWHERE users.id = ?', (5068758479,)) completed
2025-10-19 12:08:55 | DEBUG | aiosqlite | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf7936fc0>)
2025-10-19 12:08:55 | DEBUG | aiosqlite | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf7936fc0>) completed
2025-10-19 12:08:55 | DEBUG | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf7936fc0>)
2025-10-19 12:08:55 | DEBUG | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf7936fc0>) completed
2025-10-19 12:08:55 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:08:55 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:08:55 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:08:55 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:08:56 | DEBUG | aiosqlite | executing functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:08:56 | DEBUG | aiosqlite | operation functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:08:56 | DEBUG | aiosqlite | executing functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf7936940>, 'SELECT notes.category, count(notes.id) AS count \nFROM notes \nWHERE notes.user_id = ? AND notes.status = ? GROUP BY notes.category ORDER BY count(notes.id) DESC', (5068758479, 'active'))
2025-10-19 12:08:56 | DEBUG | aiosqlite | operation functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf7936940>, 'SELECT notes.category, count(notes.id) AS count \nFROM notes \nWHERE notes.user_id = ? AND notes.status = ? GROUP BY notes.category ORDER BY count(notes.id) DESC', (5068758479, 'active')) completed
2025-10-19 12:08:56 | DEBUG | aiosqlite | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf7936940>)
2025-10-19 12:08:56 | DEBUG | aiosqlite | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf7936940>) completed
2025-10-19 12:08:56 | DEBUG | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf7936940>)
2025-10-19 12:08:56 | DEBUG | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf7936940>) completed
2025-10-19 12:08:56 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:08:56 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:08:56 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:08:56 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:08:56 | ERROR | root | ❌ Ошибка при сохранении заметки: '<' not supported between instances of 'str' and 'NoneType'
Traceback (most recent call last):
  File "/home/boogie/telegram-bot/bot.py", line 209, in handle_note
    ai_result = await analyze_note(text, user_categories)
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/boogie/telegram-bot/ai_service.py", line 93, in analyze_note
    available_categories = await get_available_categories(user_categories)
                           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/boogie/telegram-bot/ai_service.py", line 61, in get_available_categories
    return sorted(list(all_categories))
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: '<' not supported between instances of 'str' and 'NoneType'
2025-10-19 12:09:13 | INFO | middlewares.traffic | MSG from d1f0b15c: text='/start'
2025-10-19 12:09:14 | DEBUG | middlewares.auto_delete | Удалено: '/start'
2025-10-19 12:09:14 | DEBUG | aiosqlite | executing functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:14 | DEBUG | aiosqlite | operation functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:14 | DEBUG | aiosqlite | executing functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf7985cc0>, 'SELECT users.id AS users_id, users.username AS users_username, users.created_at AS users_created_at \nFROM users \nWHERE users.id = ?', (5068758479,))
2025-10-19 12:09:14 | DEBUG | aiosqlite | operation functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf7985cc0>, 'SELECT users.id AS users_id, users.username AS users_username, users.created_at AS users_created_at \nFROM users \nWHERE users.id = ?', (5068758479,)) completed
2025-10-19 12:09:14 | DEBUG | aiosqlite | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf7985cc0>)
2025-10-19 12:09:14 | DEBUG | aiosqlite | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf7985cc0>) completed
2025-10-19 12:09:14 | DEBUG | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf7985cc0>)
2025-10-19 12:09:14 | DEBUG | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf7985cc0>) completed
2025-10-19 12:09:14 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:14 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:14 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:14 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:14 | INFO | root | 👤 Пользователь 5068758479 (@BoogieWoogiePM) начал работу с ботом
2025-10-19 12:09:20 | INFO | middlewares.traffic | MSG from d1f0b15c: text='купить творожную намазку и филе красной рыбы'
2025-10-19 12:09:20 | DEBUG | aiosqlite | executing functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:20 | DEBUG | aiosqlite | operation functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:20 | DEBUG | aiosqlite | executing functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf79b4540>, 'SELECT users.id AS users_id, users.username AS users_username, users.created_at AS users_created_at \nFROM users \nWHERE users.id = ?', (5068758479,))
2025-10-19 12:09:20 | DEBUG | aiosqlite | operation functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf79b4540>, 'SELECT users.id AS users_id, users.username AS users_username, users.created_at AS users_created_at \nFROM users \nWHERE users.id = ?', (5068758479,)) completed
2025-10-19 12:09:20 | DEBUG | aiosqlite | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf79b4540>)
2025-10-19 12:09:20 | DEBUG | aiosqlite | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf79b4540>) completed
2025-10-19 12:09:20 | DEBUG | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf79b4540>)
2025-10-19 12:09:20 | DEBUG | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf79b4540>) completed
2025-10-19 12:09:20 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:20 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:20 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:20 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:20 | DEBUG | aiosqlite | executing functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:20 | DEBUG | aiosqlite | operation functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:20 | DEBUG | aiosqlite | executing functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf83cc5c0>, 'SELECT notes.category, count(notes.id) AS count \nFROM notes \nWHERE notes.user_id = ? AND notes.status = ? GROUP BY notes.category ORDER BY count(notes.id) DESC', (5068758479, 'active'))
2025-10-19 12:09:20 | DEBUG | aiosqlite | operation functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf83cc5c0>, 'SELECT notes.category, count(notes.id) AS count \nFROM notes \nWHERE notes.user_id = ? AND notes.status = ? GROUP BY notes.category ORDER BY count(notes.id) DESC', (5068758479, 'active')) completed
2025-10-19 12:09:20 | DEBUG | aiosqlite | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf83cc5c0>)
2025-10-19 12:09:20 | DEBUG | aiosqlite | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf83cc5c0>) completed
2025-10-19 12:09:20 | DEBUG | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf83cc5c0>)
2025-10-19 12:09:20 | DEBUG | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf83cc5c0>) completed
2025-10-19 12:09:20 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:20 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:20 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:20 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:20 | ERROR | root | ❌ Ошибка при сохранении заметки: '<' not supported between instances of 'str' and 'NoneType'
Traceback (most recent call last):
  File "/home/boogie/telegram-bot/bot.py", line 209, in handle_note
    ai_result = await analyze_note(text, user_categories)
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/boogie/telegram-bot/ai_service.py", line 93, in analyze_note
    available_categories = await get_available_categories(user_categories)
                           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/boogie/telegram-bot/ai_service.py", line 61, in get_available_categories
    return sorted(list(all_categories))
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: '<' not supported between instances of 'str' and 'NoneType'
2025-10-19 12:09:50 | INFO | middlewares.traffic | MSG from d1f0b15c: text='макита'
2025-10-19 12:09:50 | DEBUG | aiosqlite | executing functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:50 | DEBUG | aiosqlite | operation functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:50 | DEBUG | aiosqlite | executing functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf839fec0>, 'SELECT users.id AS users_id, users.username AS users_username, users.created_at AS users_created_at \nFROM users \nWHERE users.id = ?', (5068758479,))
2025-10-19 12:09:50 | DEBUG | aiosqlite | operation functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf839fec0>, 'SELECT users.id AS users_id, users.username AS users_username, users.created_at AS users_created_at \nFROM users \nWHERE users.id = ?', (5068758479,)) completed
2025-10-19 12:09:50 | DEBUG | aiosqlite | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf839fec0>)
2025-10-19 12:09:50 | DEBUG | aiosqlite | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf839fec0>) completed
2025-10-19 12:09:50 | DEBUG | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf839fec0>)
2025-10-19 12:09:50 | DEBUG | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf839fec0>) completed
2025-10-19 12:09:50 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:50 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:50 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:50 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:50 | DEBUG | aiosqlite | executing functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:50 | DEBUG | aiosqlite | operation functools.partial(<built-in method cursor of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:50 | DEBUG | aiosqlite | executing functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf7984ac0>, 'SELECT notes.category, count(notes.id) AS count \nFROM notes \nWHERE notes.user_id = ? AND notes.status = ? GROUP BY notes.category ORDER BY count(notes.id) DESC', (5068758479, 'active'))
2025-10-19 12:09:50 | DEBUG | aiosqlite | operation functools.partial(<built-in method execute of sqlite3.Cursor object at 0x766bf7984ac0>, 'SELECT notes.category, count(notes.id) AS count \nFROM notes \nWHERE notes.user_id = ? AND notes.status = ? GROUP BY notes.category ORDER BY count(notes.id) DESC', (5068758479, 'active')) completed
2025-10-19 12:09:50 | DEBUG | aiosqlite | executing functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf7984ac0>)
2025-10-19 12:09:50 | DEBUG | aiosqlite | operation functools.partial(<built-in method fetchall of sqlite3.Cursor object at 0x766bf7984ac0>) completed
2025-10-19 12:09:50 | DEBUG | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf7984ac0>)
2025-10-19 12:09:50 | DEBUG | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Cursor object at 0x766bf7984ac0>) completed
2025-10-19 12:09:50 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:50 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:50 | DEBUG | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:09:50 | DEBUG | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:09:50 | ERROR | root | ❌ Ошибка при сохранении заметки: '<' not supported between instances of 'str' and 'NoneType'
Traceback (most recent call last):
  File "/home/boogie/telegram-bot/bot.py", line 209, in handle_note
    ai_result = await analyze_note(text, user_categories)
                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/boogie/telegram-bot/ai_service.py", line 93, in analyze_note
    available_categories = await get_available_categories(user_categories)
                           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/boogie/telegram-bot/ai_service.py", line 61, in get_available_categories
    return sorted(list(all_categories))
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
TypeError: '<' not supported between instances of 'str' and 'NoneType'
2025-10-19 12:11:08 | INFO | root | 🛑 Остановка бота...
2025-10-19 12:11:08 | DEBUG | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Connection object at 0x766bf7964310>)
2025-10-19 12:11:08 | DEBUG | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Connection object at 0x766bf7964310>) completed
2025-10-19 12:11:08 | INFO | root | ✅ БД отключена
2025-10-19 12:11:08 | INFO | aiogram.dispatcher.dispatcher | Stop polling...
2025-10-19 12:11:08 | WARNING | aiogram | Goodbye!
2025-10-19 12:15:20 | INFO | aiogram | Bot: Noto [@notonoto_bot]
2025-10-19 12:15:21 | WARNING | aiogram | Updates were skipped successfully.
2025-10-19 12:15:21 | INFO | root | 🚀 Запуск бота...
2025-10-19 12:15:21 | INFO | root | 📝 Подключение к БД: sqlite+aiosqlite:///./notes.db
2025-10-19 12:15:21 | INFO | ai_service | ✅ OpenAI API инициализирован
